번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
3896,강남구청소년상담복지센터,강남구청소년상담복지센터 내,서울특별시,강남구,서민·복지시설,미래부(KT),PublicWiFi@Seoul,2020-10,서울특별시 강남구 광평로 144,서울특별시 강남구 수서동 749,서울특별시 강남구청,02-3423-5342,37.4835924,127.0887921,2020-09-01
3897,서울특별시일원본동우체국,서울특별시일원본동우체국 내,서울특별시,강남구,편의시설,서울특별시시(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로20길 8,서울특별시 강남구 일원동 735-4,서울특별시 강남구청,02-3423-5342,37.4830532,127.0865019,2020-09-01
3898,서울특별시일원본동우체국,서울특별시일원본동우체국 내,서울특별시,강남구,편의시설,서울특별시시(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로20길 8,서울특별시 강남구 일원동 735-4,서울특별시 강남구청,02-3423-5342,37.4830532,127.0865019,2020-09-01
3899,일원본동주민센터,2층,서울특별시,강남구,관공서,강남구,Gangnam_2F_EDU,2020-10,서울특별시 강남구 광평로 126,서울특별시 강남구 일원동 735-3,서울특별시 강남구청,02-3423-5342,37.4833385,127.0864656,2020-09-01
3900,일원본동주민센터,1층,서울특별시,강남구,관공서,SKT Giga WiFi,"Gangnam_2.4G, Gangnam_5G",2020-10,서울특별시 강남구 광평로 126,서울특별시 강남구 일원동 735-3,서울특별시 강남구청,02-3423-5342,37.4833385,127.0864656,2020-09-01
3901,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3902,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3903,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3904,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3905,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3906,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3907,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3908,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3909,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3910,군인공제회관,한국컴퓨웨어,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 남부순환로 2806,서울특별시 강남구 도곡동 467-13,서울특별시 강남구청,02-3423-5342,37.4890581,127.0528941,2020-09-01
3911,군인공제회관,26층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 남부순환로 2806,서울특별시 강남구 도곡동 467-13,서울특별시 강남구청,02-3423-5342,37.4890581,127.0528941,2020-09-01
3912,군인공제회관,유비쿼스,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 남부순환로 2806,서울특별시 강남구 도곡동 467-13,서울특별시 강남구청,02-3423-5342,37.4890581,127.0528941,2020-09-01
3913,군인공제회관,삼성엔지니어링,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 남부순환로 2806,서울특별시 강남구 도곡동 467-13,서울특별시 강남구청,02-3423-5342,37.4890581,127.0528941,2020-09-01
3914,군인공제회관,1층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 남부순환로 2806,서울특별시 강남구 도곡동 467-13,서울특별시 강남구청,02-3423-5342,37.4890581,127.0528941,2020-09-01
3915,군인공제회관,한국 IBM,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 남부순환로 2806,서울특별시 강남구 도곡동 467-13,서울특별시 강남구청,02-3423-5342,37.4890581,127.0528941,2020-09-01
3916,도곡2-214(C3),도곡까지어린이공원 내,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 논현로26길 34,서울특별시 강남구 도곡동 455,서울특별시 강남구청,02-3423-5342,37.4833096,127.0450947,2020-09-01
3917,도곡2-217(C3),도곡2동 461,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-11,서울특별시 강남구 남부순환로378길 29,서울특별시 강남구 도곡동 461,서울특별시 강남구청,02-3423-5342,37.4845355,127.0468249,2020-09-01
3918,도곡2동주민센터,1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.4836763,127.046436,2020-09-01
3919,도곡2동주민센터,1층,서울특별시,강남구,관공서,SKT Giga WiFi,"Gangnam_2.4G, Gangnam_5G",2020-10,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.4836763,127.046436,2020-09-01
3920,도곡2문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F_EDU,2020-09,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,서울특별시 강남구청,02-3423-5342,37.483645,127.0464243,2020-09-01
3921,강남구청,2별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3922,강남구청,2별관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3923,강남구청,2별관 지하,서울특별시,강남구,관공서,강남구,Gangnam,2020-05,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3924,강남구청,2별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3925,강남구청,2별관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3926,강남구청,2별관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3927,강남구청,2별관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3928,강남구청,3별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3929,강남구청,3별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3930,강남구청,3별관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3931,강남구청,3별관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-02,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3932,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3933,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3934,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3935,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3936,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
3937,강남도서관,강남서초교육지원청 내,서울특별시,강남구,지역문화시설,미래부(KT),PublicWiFi@Seoul,2020-10,서울특별시 강남구 선릉로116길 45,서울특별시 강남구 삼성동 28,서울특별시 강남구청,02-3423-5342,37.5136849,127.0468367,2020-09-01
3938,강남문화재단_1,4층,서울특별시,강남구,관공서,강남구,Gangnam_4F_EDU,2020-09,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,서울특별시 강남구청,02-3423-5342,37.5158762,127.052113,2020-09-01
3939,강남문화재단_1,4층,서울특별시,강남구,관공서,강남구,Gangnam_4F_HALL,2020-09,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,서울특별시 강남구청,02-3423-5342,37.5158762,127.052113,2020-09-01
3940,신월5동주민센터,화곡로4길 10 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 화곡로4길 10 (신월동),,서울특별시 양천구청,02-2620-3251,37.538534,126.827181,2020-10-30
3941,신월6동주민센터,남부순환로 609,서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 609,,서울특별시 양천구청,02-2620-3251,37.514524,126.840936,2020-10-30
3942,신월6동주민센터,남부순환로 609,서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 609,,서울특별시 양천구청,02-2620-3251,37.514524,126.840936,2020-10-30
3943,신월7동 골목시장,지양로 78,서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 78,,서울특별시 양천구청,02-2620-3251,37.522818,126.833427,2020-10-30
3944,신월7동주민센터,남부순환로70길 16-3 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로70길 16-3 (신월동),,서울특별시 양천구청,02-2620-3251,37.521886,126.834697,2020-10-30
3945,신월7동주민센터,남부순환로70길 16-3 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로70길 16-3 (신월동),,서울특별시 양천구청,02-2620-3251,37.521886,126.834697,2020-10-30
3946,신월7동주민센터,남부순환로70길 16-3 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로70길 16-3 (신월동),,서울특별시 양천구청,02-2620-3251,37.521886,126.834697,2020-10-30
3947,신월근린공원,신월7동987-2,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로 99-1(신월동),,서울특별시 양천구청,02-2620-3251,37.517208,126.834133,2020-10-30
3948,신월근린공원,신월로 99-1,서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신월로 99-1,,서울특별시 양천구청,02-2620-3251,37.51754319,126.833246,2020-10-30
3949,신월디지털도서관,오목로5길 34 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로5길 34 (신월동),,서울특별시 양천구청,02-2620-3251,37.538622,126.827143,2020-10-30
3950,신월디지털도서관,오목로5길 34 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로5길 34 (신월동),,서울특별시 양천구청,02-2620-3251,37.538622,126.827143,2020-10-30
3951,신월디지털도서관,오목로5길 34 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로5길 34 (신월동),,서울특별시 양천구청,02-2620-3251,37.538622,126.827143,2020-10-30
3952,신월디지털도서관,오목로5길 34 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로5길 34 (신월동),,서울특별시 양천구청,02-2620-3251,37.538622,126.827143,2020-10-30
3953,신월디지털도서관,오목로5길 34 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로5길 34 (신월동),,서울특별시 양천구청,02-2620-3251,37.538622,126.827143,2020-10-30
3954,신월디지털도서관,오목로5길 34 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로5길 34 (신월동),,서울특별시 양천구청,02-2620-3251,37.538622,126.827143,2020-10-30
3955,신월문화체육센터,지양로 47 (신월동),서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 47 (신월동),,서울특별시 양천구청,02-2620-3251,37.519843,126.835054,2020-10-30
3956,신월문화체육센터,지양로 47 (신월동),서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로 47 (신월동),,서울특별시 양천구청,02-2620-3251,37.519843,126.835054,2020-10-30
3957,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3958,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3959,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3960,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3961,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3962,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3963,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3964,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3965,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3966,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3967,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3968,신월보건지소,남부순환로 407 (신월동),서울특별시,양천구,관공서,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 남부순환로 407 (신월동),,서울특별시 양천구청,02-2620-3251,37.531297,126.831758,2020-10-30
3969,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3970,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3971,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3972,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3973,태화기독교사회복지관,태화기독교사회복지관 내,서울특별시,강남구,서민·복지시설,미래부(SKT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 광평로 185,서울특별시 강남구 수서동 741,서울특별시 강남구청,02-3423-5342,37.4847491,127.0934205,2020-09-01
3974,강남청소년수련관,3층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로131길 26,서울특별시 강남구 청담동 66-3,서울특별시 강남구청,02-3423-5342,37.5203984,127.0541271,2020-09-01
3975,강남청소년수련관,3층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로131길 26,서울특별시 강남구 청담동 66-3,서울특별시 강남구청,02-3423-5342,37.5203984,127.0541271,2020-09-01
3976,강남청소년수련관,2층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로131길 26,서울특별시 강남구 청담동 66-3,서울특별시 강남구청,02-3423-5342,37.5203984,127.0541271,2020-09-01
3977,강남청소년수련관,1층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로131길 26,서울특별시 강남구 청담동 66-3,서울특별시 강남구청,02-3423-5342,37.5203984,127.0541271,2020-09-01
3978,강남청소년수련관,지하1층,서울특별시,강남구,편의시설,미래부(KT),PublicWiFi@Seoul,2020-12,서울특별시 강남구 영동대로131길 26,서울특별시 강남구 청담동 66-3,서울특별시 강남구청,02-3423-5342,37.5203984,127.0541271,2020-09-01
3979,청담-107(A7),박지현한복 청담점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 선릉로 816,서울특별시 강남구 청담동 85-17,서울특별시 강남구청,02-3423-5342,37.524553,127.039932,2020-09-01
3980,청담-108(A3),KEB하나은행 청담사거리지점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 507,서울특별시 강남구 청담동 120-3,서울특별시 강남구청,02-3423-5342,37.5247108,127.0485212,2020-09-01
3981,청담-108(A3),KEB하나은행 청담사거리지점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 507,서울특별시 강남구 청담동 120-3,서울특별시 강남구청,02-3423-5342,37.5247108,127.0485212,2020-09-01
3982,청담-108(A3),KEB하나은행 청담사거리지점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 507,서울특별시 강남구 청담동 120-3,서울특별시 강남구청,02-3423-5342,37.5247108,127.0485212,2020-09-01
3983,청담-109(A3),이디야커피 청담사거리점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 521,서울특별시 강남구 청담동 125-22,서울특별시 강남구청,02-3423-5342,37.5248364,127.050334,2020-09-01
3984,청담-109(A3),이디야커피 청담사거리점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 521,서울특별시 강남구 청담동 125-22,서울특별시 강남구청,02-3423-5342,37.5248364,127.050334,2020-09-01
3985,청담-110(A8),피앤폴루스 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 442,서울특별시 강남구 청담동 4-8,서울특별시 강남구청,02-3423-5342,37.5232858,127.0441159,2020-09-01
3986,청담-110(A8),피앤폴루스 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 442,서울특별시 강남구 청담동 4-8,서울특별시 강남구청,02-3423-5342,37.5232858,127.0441159,2020-09-01
3987,청담-110(A8),피앤폴루스 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 442,서울특별시 강남구 청담동 4-8,서울특별시 강남구청,02-3423-5342,37.5232858,127.0441159,2020-09-01
3988,청담-113(A8),하나로마트 청담점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-11,서울특별시 강남구 학동로 411,서울특별시 강남구 청담동 43-9,서울특별시 강남구청,02-3423-5342,37.5180582,127.0446996,2020-09-01
3989,청담-113(A8),하나로마트 청담점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-11,서울특별시 강남구 학동로 411,서울특별시 강남구 청담동 43-9,서울특별시 강남구청,02-3423-5342,37.5180582,127.0446996,2020-09-01
3990,청담-116(A8),삼거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 420,서울특별시 강남구 청담동 3,서울특별시 강남구청,02-3423-5342,37.5230535,127.0420823,2020-09-01
3991,청담-116(A8),삼거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 420,서울특별시 강남구 청담동 3,서울특별시 강남구청,02-3423-5342,37.5230535,127.0420823,2020-09-01
3992,청담-119(A7),더카페마룬에프 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-03,서울특별시 강남구 도산대로 429,서울특별시 강남구 청담동 91-8,서울특별시 강남구청,02-3423-5342,37.5239354,127.0427727,2020-09-01
3993,청담-120(A7),태그호이어 부티크 청담점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 선릉로 828,서울특별시 강남구 청담동 84-8,서울특별시 강남구청,02-3423-5342,37.525789,127.0402192,2020-09-01
3994,청담-124,청담2치안센터 주변,서울특별시,강남구,편의시설,서울특별시시(SKT),PublicWiFi@Seoul,2020-03,서울특별시 강남구 삼성로 761(청담동),서울특별시 강남구 청담동 8,서울특별시 강남구청,02-3423-5342,37.5227079,127.0478622,2020-09-01
3995,청담-126(A8),더청담 뒤편 사거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-11,서울특별시 강남구 도산대로 434,서울특별시 강남구 청담동 4-10,서울특별시 강남구청,02-3423-5342,37.523032,127.0433759,2020-09-01
3996,청담-212(A8),럭키슈에뜨 청담직영점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2020-12,서울특별시 강남구 선릉로146길 27,서울특별시 강남구 청담동 21-15,서울특별시 강남구청,02-3423-5342,37.5219251,127.0419793,2020-09-01
3997,강남문화재단_1,5층,서울특별시,강남구,관공서,강남구,Gangnam_5F_TOILET,2020-09,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,서울특별시 강남구청,02-3423-5342,37.5158762,127.052113,2020-09-01
3998,강남문화재단_1,5층,서울특별시,강남구,관공서,강남구,Gangnam_5F_HALL,2020-07,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,서울특별시 강남구청,02-3423-5342,37.5158762,127.052113,2020-09-01
3999,강남인터넷방송국,1층,서울특별시,강남구,관공서,강남구,Gangnam_1F_CALL,2020-05,서울특별시 강남구 선릉로 668,서울특별시 강남구 삼성동 8,서울특별시 강남구청,02-3423-5342,37.5163592,127.0420799,2020-09-01
4000,강남인터넷방송국,3층,서울특별시,강남구,관공서,강남구,Gangnam_3F,2020-10,서울특별시 강남구 선릉로 668,서울특별시 강남구 삼성동 8,서울특별시 강남구청,02-3423-5342,37.5163592,127.0420799,2020-09-01
4001,강남인터넷방송국,1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 선릉로 668,서울특별시 강남구 삼성동 8,서울특별시 강남구청,02-3423-5342,37.5163592,127.0420799,2020-09-01
